"WYBS_ID","SFZHM","XM","XB_DM","MZ_DM","MZ_MC","CYM","SG","CSRQ","HYZKBM","HYZKMC","BYZKBM","BYZKMC","XXBM","XXMC","ZJXYBM","ZJXYMC","ZZMMBM","ZZMMMC","WHCDBM","WHCDMC","ZWMC","SFBDZDRY","JG","JG_MC","HJDQH","XZDQH","ZDRYXL"
"59D808E56A5A1F2FE05301095D0AC86A","120101193809034624","包平西","1","01","汉族","",175,03-9月 -38,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","30","大学专科和专科学校","",0,"130222","","","",""
"59D808E56A5B1F2FE05301095D0AC86A","120101195212144753","钳书淳","1","01","汉族","",175,14-12月-52,"20","已婚","","","","不明","00","无宗教信仰","","","60","高中","",0,"412823","","","",""
"59D808E56A5F1F2FE05301095D0AC86A","120101194311202730","嵇振远","1","01","汉族","",174,20-11月-43,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"132423","","","",""
"59D808E56A611F2FE05301095D0AC86A","120105195204289662","逯贾晁","1","01","汉族","",175,28-4月 -52,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"120115","","","",""
"59D808E56A391F2FE05301095D0AC86A","120224195906222735","逯宝均","1","01","汉族","",180,22-6月 -59,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56A3B1F2FE05301095D0AC86A","120224196402157110","鄢同芳","1","01","汉族","",176,15-2月 -64,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56A3F1F2FE05301095D0AC86A","12011519771003141X","嵇永志","1","01","汉族","",178,03-10月-77,"40","离婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56A401F2FE05301095D0AC86A","120224194911152730","恽进隰","1","01","汉族","",170,15-11月-49,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56A411F2FE05301095D0AC86A","120224196404293964","节树祥","1","01","汉族","",175,29-4月 -64,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56A421F2FE05301095D0AC86A","120224195410192739","伯连春","1","01","汉族","",170,19-10月-54,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56A441F2FE05301095D0AC86A","12022419700310738X","战柳旺","1","01","汉族","",174,10-3月 -70,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56A451F2FE05301095D0AC86A","120224195809217386","鄢跃进","1","01","汉族","",175,21-9月 -58,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56A461F2FE05301095D0AC86A","120222197111097468","仪王峰","1","01","汉族","",178,09-11月-71,"40","离婚","","","","不明","","无","","","30","大学专科和专科学校","",0,"120114","","","",""
"59D808E56A491F2FE05301095D0AC86A","120224196504150505","缪林旺","1","01","汉族","",173,15-4月 -65,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E5697F1F2FE05301095D0AC86A","120101195112154683","首晓隰","2","01","汉族","",160,15-12月-51,"40","离婚","","","3","Ｏ型","00","无宗教信仰","","","31","专科毕业","",0,"340121","","","",""
"59D808E569811F2FE05301095D0AC86A","120105197104191380","巫喆","1","01","汉族","宋哲",170,19-4月 -71,"20","已婚","","","","不明","","无","","","31","专科毕业","",0,"120100","","","",""
"59D808E569831F2FE05301095D0AC86A","120105196104174980","客艳芳","2","01","汉族","",165,17-4月 -61,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","41","中专毕业","",0,"132933","","","",""
"59D808E569841F2FE05301095D0AC86A","120105193911164803","逯黑臣","1","01","汉族","",175,16-11月-39,"20","已婚","","","4","ＡＢ型","00","无宗教信仰","","","88","相当小学毕业","",0,"130225","","","",""
"59D808E569891F2FE05301095D0AC86A","120102193408011854","况家俊","1","01","汉族","",184,01-8月 -34,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","71","初中毕业","",0,"372328","","","",""
"59D808E5698A1F2FE05301095D0AC86A","120102195006211852","贡树端","1","01","汉族","",184,21-6月 -50,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","41","中专毕业","",0,"133000","","","",""
"59D808E5698B1F2FE05301095D0AC86A","120105195207257822","栗宝滑","1","01","汉族","",175,25-7月 -52,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"120114","","","",""
"59D808E5698D1F2FE05301095D0AC86A","120102194106258433","况子相","2","01","汉族","",165,25-6月 -41,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","31","专科毕业","",0,"120114","","","",""
"59D808E5698E1F2FE05301095D0AC86A","120102193802141851","续振庭","1","01","汉族","",175,14-2月 -38,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"410823","","","",""
"59D808E5698F1F2FE05301095D0AC86A","120102193610201856","仲继衣","1","01","汉族","",170,20-10月-36,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","31","专科毕业","",0,"411422","","","",""
"59D808E569901F2FE05301095D0AC86A","120102193910251855","贡天詹","1","01","汉族","",175,25-10月-39,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"610323","","","",""
"59D808E569911F2FE05301095D0AC86A","12010219490305185X","逯振斌","1","01","汉族","",170,05-3月 -49,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"132500","","","",""
"59D808E56B791F2FE05301095D0AC86A","120102194705061979","龙品乞","1","01","汉族","",177,06-5月 -47,"20","已婚","","","4","ＡＢ型","00","无宗教信仰","","","61","高中毕业","",0,"132434","","","",""
"59D808E56B7C1F2FE05301095D0AC86A","120104194307208986","贡芝淳","2","01","汉族","",160,20-7月 -43,"30","丧偶","","","2","Ｂ型","00","无宗教信仰","","","41","中专毕业","",0,"210122","","","",""
"59D808E56B7D1F2FE05301095D0AC86A","120104193610106538","银雪端","2","01","汉族","",165,10-10月-36,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"130322","","","",""
"59D808E56BB01F2FE05301095D0AC86A","120224195205036918","山济民","1","01","汉族","",176,03-5月 -52,"20","已婚","","","","不明","00","无宗教信仰","","","81","小学毕业","",0,"120115","","","",""
"59D808E56A621F2FE05301095D0AC86A","120105193809119038","恽重庆","1","01","汉族","",168,11-9月 -38,"20","已婚","","","","不明","00","无宗教信仰","","","21","大学毕业","",0,"320800","","","",""
"59D808E56A631F2FE05301095D0AC86A","120105194309181385","嵇宝利","1","01","汉族","",172,18-9月 -43,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","61","高中毕业","",0,"120000","","","",""
"59D808E56A651F2FE05301095D0AC86A","120105193705070576","聊振","1","01","汉族","",171,07-5月 -37,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","21","大学毕业","",0,"120105","","","",""
"59D808E56A661F2FE05301095D0AC86A","120105194107070570","恽亚","1","01","汉族","",178,07-7月 -41,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","61","高中毕业","",0,"142223","","","",""
"59D808E56A681F2FE05301095D0AC86A","120105195007109542","逯向令","1","01","汉族","",165,10-7月 -50,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","31","专科毕业","",0,"130300","","","",""
"59D808E56A691F2FE05301095D0AC86A","120105193911170325","绿占隰","1","01","汉族","",166,17-11月-39,"20","已婚","","","","不明","00","无宗教信仰","","","81","小学毕业","",0,"372432","","","",""
"59D808E56A6A1F2FE05301095D0AC86A","120105194410091569","兴波","2","01","汉族","",158,09-10月-44,"20","已婚","","","1","Ａ型","00","无宗教信仰","","","41","中专毕业","",0,"133025","","","",""
"59D808E56A6B1F2FE05301095D0AC86A","120105193912025855","客学臣","1","01","汉族","",168,02-12月-39,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56A6D1F2FE05301095D0AC86A","120105194010081113","恽黑蒋","1","01","汉族","",180,08-10月-40,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"132928","","","",""
"59D808E56A6E1F2FE05301095D0AC86A","12010519380318585X","来恽枢","1","01","汉族","",176,18-3月 -38,"30","丧偶","","","3","Ｏ型","00","无宗教信仰","","","61","高中毕业","",0,"120101","","","",""
"59D808E56A6F1F2FE05301095D0AC86A","120105195011263342","嵇聊拓","1","01","汉族","",176,26-11月-50,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","41","中专毕业","",0,"120105","","","",""
"59D808E56A731F2FE05301095D0AC86A","12010519530626026X","上宝永","1","01","汉族","",182,26-6月 -53,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","61","高中毕业","",0,"370600","","","",""
"59D808E56A741F2FE05301095D0AC86A","120105194212101385","巫子蒋","1","01","汉族","",172,10-12月-42,"20","已婚","","","3","Ｏ型","","无","","","21","大学毕业","",0,"133022","","","",""
"59D808E56A751F2FE05301095D0AC86A","12010519460510111X","良粟柳","1","01","汉族","",172,10-5月 -46,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","71","初中毕业","",0,"130682","","","",""
"59D808E56BFC1F2FE05301095D0AC86A","120224196007068310","首作练","1","01","汉族","",168,06-7月 -60,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BFE1F2FE05301095D0AC86A","120224195904040717","嵇恽义","1","01","汉族","",171,04-4月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C011F2FE05301095D0AC86A","120224196002040596","逯宝根","1","01","汉族","",176,04-2月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B121F2FE05301095D0AC86A","120224195608257274","惠长节","1","01","汉族","",175,25-8月 -56,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B141F2FE05301095D0AC86A","12022419551119691X","恽隰彪","1","01","汉族","",170,19-11月-55,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B161F2FE05301095D0AC86A","120224195509209368","嵇瑞波","1","01","汉族","",166,20-9月 -55,"30","丧偶","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B1A1F2FE05301095D0AC86A","120224195402226913","燕焕志","1","01","汉族","",173,22-2月 -54,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120115","","","",""
"59D808E56B1B1F2FE05301095D0AC86A","120224195510249367","习仪功","1","01","汉族","",175,24-10月-55,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56B1E1F2FE05301095D0AC86A","120224195409177039","拓啜亚","1","01","汉族","",175,17-9月 -54,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120115","","","",""
"59D808E56B1F1F2FE05301095D0AC86A","120224195601119481","恽王柯","1","01","汉族","",170,11-1月 -56,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B211F2FE05301095D0AC86A","120224195511126911","嵇隰恒","1","01","汉族","",172,12-11月-55,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120115","","","",""
"59D808E56C0B1F2FE05301095D0AC86A","120224196003113602","贡光","1","01","汉族","",172,11-3月 -60,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C0C1F2FE05301095D0AC86A","120224196104253604","嵇振明","1","01","汉族","",178,25-4月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C0D1F2FE05301095D0AC86A","120224196103184834","嵇庆丹","1","01","汉族","",173,18-3月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C0F1F2FE05301095D0AC86A","120115196010208426","恩瑞祥","1","01","汉族","",172,20-10月-60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C111F2FE05301095D0AC86A","120224196103013609","逯瑞顺","1","01","汉族","",170,01-3月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C121F2FE05301095D0AC86A","120224196010133601","逯端森","1","01","汉族","",172,13-10月-60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C131F2FE05301095D0AC86A","120224196006293602","仲守付","1","01","汉族","",170,29-6月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C141F2FE05301095D0AC86A","120224196106273609","贡端况","1","01","汉族","",171,27-6月 -61,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56C021F2FE05301095D0AC86A","120224195905180595","贡庆况","1","01","汉族","",170,18-5月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C051F2FE05301095D0AC86A","120224195905050598","况庆宽","1","01","汉族","",172,05-5月 -59,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56C061F2FE05301095D0AC86A","120224196110138133","经泽","1","01","汉族","",165,13-10月-61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56C081F2FE05301095D0AC86A","120224195906203604","恩俊瑞","1","01","汉族","",175,20-6月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D1C1F2FE05301095D0AC86A","120224195910146027","丹黑顺","1","01","汉族","",170,14-10月-59,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D1D1F2FE05301095D0AC86A","120224195704106024","遇隰阁","1","01","汉族","",170,10-4月 -57,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56D1E1F2FE05301095D0AC86A","120224196001206023","嵇卜友","1","01","汉族","",170,20-1月 -60,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D1F1F2FE05301095D0AC86A","120224195802286159","俎广春","1","01","汉族","",165,28-2月 -58,"20","已婚","","","0","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D201F2FE05301095D0AC86A","120224195907206025","宗秀索","1","01","汉族","",170,20-7月 -59,"20","已婚","","","0","不明","00","无宗教信仰","","","81","小学毕业","",0,"120115","","","",""
"59D808E56D231F2FE05301095D0AC86A","120224196012016159","那墨月","1","01","汉族","",175,01-12月-60,"20","已婚","","","","不明","40","天主教","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D251F2FE05301095D0AC86A","120224196004186021","宗隰岐","1","01","汉族","",178,18-4月 -60,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120115","","","",""
"59D808E56D271F2FE05301095D0AC86A","120224196003206027","仲立粟","1","01","汉族","",170,20-3月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56D281F2FE05301095D0AC86A","120224195912102994","惠顾明","1","01","汉族","",169,10-12月-59,"20","已婚","","","","不明","00","无宗教信仰","","","60","高中","",0,"120115","","","",""
"59D808E56A781F2FE05301095D0AC86A","120102194712181854","贡俊淳","1","01","汉族","",178,18-12月-47,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"372431","","","",""
"59D808E56A791F2FE05301095D0AC86A","120105196011115857","恽解拓","1","01","汉族","",173,11-11月-60,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","61","高中毕业","",0,"120117","","","",""
"59D808E56BB11F2FE05301095D0AC86A","120224195203049365","嵇俊祥","1","01","汉族","",170,04-3月 -52,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BB21F2FE05301095D0AC86A","12022419520810948X","首树明","1","01","汉族","",176,10-8月 -52,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BB31F2FE05301095D0AC86A","120224195409059482","贡贝山","1","01","汉族","",170,05-9月 -54,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BB61F2FE05301095D0AC86A","12022419520426936X","客士顺","1","01","汉族","",173,26-4月 -52,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BB71F2FE05301095D0AC86A","120224194410019367","惠士杰","1","01","汉族","",170,01-10月-44,"30","丧偶","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BB81F2FE05301095D0AC86A","120224195209136916","龙兆雨","1","01","汉族","",173,13-9月 -52,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BB91F2FE05301095D0AC86A","120224195203296919","弥庆彬","1","01","汉族","",175,29-3月 -52,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BBC1F2FE05301095D0AC86A","120224194304166916","恽长邦","1","01","汉族","",180,16-4月 -43,"20","已婚","","","","不明","00","无宗教信仰","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BBF1F2FE05301095D0AC86A","120224194310159362","伦路松","1","01","汉族","",170,15-10月-43,"20","已婚","","","","不明","40","天主教","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BC11F2FE05301095D0AC86A","120224194212096914","战胜端","1","01","汉族","",175,09-12月-42,"20","已婚","","","","不明","00","无宗教信仰","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BC31F2FE05301095D0AC86A","120224195412246918","逯广友","1","01","汉族","",170,24-12月-54,"20","已婚","","","","不明","00","无宗教信仰","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BC61F2FE05301095D0AC86A","120224195007109367","伍庆宝","1","01","汉族","",170,10-7月 -50,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BC81F2FE05301095D0AC86A","120224194506149369","良林坤","1","01","汉族","",172,14-6月 -45,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BC91F2FE05301095D0AC86A","120224195203129365","嵇潭","1","01","汉族","",169,12-3月 -52,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BCC1F2FE05301095D0AC86A","120224194608158312","晋守恩","1","01","汉族","",180,15-8月 -46,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56B691F2FE05301095D0AC86A","120223195408164318","恽存秋","1","01","汉族","",171,16-8月 -54,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120118","","","",""
"59D808E56A7A1F2FE05301095D0AC86A","120105194809121112","嵇久顾","1","01","汉族","",174,12-9月 -48,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"120113","","","",""
"59D808E56A7C1F2FE05301095D0AC86A","120105194708264803","惠世啜","1","01","汉族","",165,26-8月 -47,"20","已婚","","","4","ＡＢ型","00","无宗教信仰","","","31","专科毕业","",0,"372422","","","",""
"59D808E56A7D1F2FE05301095D0AC86A","120105194110059542","嵇友发","1","01","汉族","",176,05-10月-41,"20","已婚","","","","不明","00","无宗教信仰","","","31","专科毕业","",0,"120117","","","",""
"59D808E56A7E1F2FE05301095D0AC86A","12010519590103782X","战军程","1","01","汉族","",175,03-1月 -59,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","41","中专毕业","",0,"132301","","","",""
"59D808E56A801F2FE05301095D0AC86A","120102193909141413","聂梦发","1","01","汉族","",175,14-9月 -39,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120118","","","",""
"59D808E56A811F2FE05301095D0AC86A","120105194803090459","贡管贵","1","01","汉族","",172,09-3月 -48,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","31","专科毕业","",0,"132532","","","",""
"59D808E56A841F2FE05301095D0AC86A","120105194604020321","逯士庚","1","01","汉族","",184,02-4月 -46,"20","已婚","","","4","ＡＢ型","00","无宗教信仰","","","21","大学毕业","",0,"131026","","","",""
"59D808E56A851F2FE05301095D0AC86A","120101194411224625","晋黑森","1","01","汉族","",166,22-11月-44,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","71","初中毕业","",0,"120101","","","",""
"59D808E56A861F2FE05301095D0AC86A","12010519261020032X","来鄂","1","01","汉族","",173,20-10月-26,"20","已婚","","","2","Ｂ型","00","无宗教信仰","","","21","大学毕业","",0,"142601","","","",""
"59D808E56A871F2FE05301095D0AC86A","120105193509030382","涂淑珍","2","01","汉族","",160,03-9月 -35,"30","丧偶","","","1","Ａ型","00","无宗教信仰","","","41","中专毕业","",0,"210200","","","",""
"59D808E56A881F2FE05301095D0AC86A","120105194312280324","山隰伏","1","01","汉族","",170,28-12月-43,"20","已婚","","","3","Ｏ型","00","无宗教信仰","","","21","大学毕业","",0,"110102","","","",""
"59D808E56A891F2FE05301095D0AC86A","120105194209110327","嵇岐","1","01","汉族","",170,11-9月 -42,"20","已婚","","","","不明","00","无宗教信仰","","","41","中专毕业","",0,"131022","","","",""
"59D808E56B0D1F2FE05301095D0AC86A","120224194910302611","萧段明","1","01","汉族","",168,30-10月-49,"20","已婚","","","","不明","","无","","","80","小学","",0,"120115","","","",""
"59D808E56B101F2FE05301095D0AC86A","120224195507176916","上贝","1","01","汉族","",168,17-7月 -55,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B111F2FE05301095D0AC86A","120224195503266914","张祥义","1","01","汉族","",180,26-3月 -55,"20","已婚","","","","不明","00","无宗教信仰","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B6A1F2FE05301095D0AC86A","120223195302115549","逯跃祥","1","01","汉族","",165,11-2月 -53,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120118","","","",""
"59D808E56BE91F2FE05301095D0AC86A","120224194603185854","弥竹拓","1","01","汉族","",170,18-3月 -46,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BEB1F2FE05301095D0AC86A","120224196303275880","续少军","1","01","汉族","",175,27-3月 -63,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BEC1F2FE05301095D0AC86A","120224195901015881","兴管晁","1","01","汉族","",178,01-1月 -59,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BED1F2FE05301095D0AC86A","12022419611124588X","客黑端","1","01","汉族","",171,24-11月-61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BEE1F2FE05301095D0AC86A","120224196110235882","贡宝芸","1","01","汉族","王宝云",177,23-10月-61,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BF01F2FE05301095D0AC86A","120224196003158319","龙广红","1","01","汉族","",172,15-3月 -60,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56BF11F2FE05301095D0AC86A","120224196011158319","惠学源","1","01","汉族","",170,15-11月-60,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BF31F2FE05301095D0AC86A","120224196002178318","化军端","1","01","汉族","",170,17-2月 -60,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BF51F2FE05301095D0AC86A","120224196109248312","晋永忠","1","01","汉族","",170,24-9月 -61,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BF61F2FE05301095D0AC86A","120224195811128432","仲永发","1","01","汉族","",170,12-11月-58,"20","已婚","","","","不明","","无","","","61","高中毕业","",0,"120115","","","",""
"59D808E56BF81F2FE05301095D0AC86A","120224196101098313","晋管芳","1","01","汉族","",169,09-1月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BF91F2FE05301095D0AC86A","120224196106248317","贡俊晁","1","01","汉族","",174,24-6月 -61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56BFA1F2FE05301095D0AC86A","120224196110098315","晋友","1","01","汉族","",172,09-10月-61,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56B921F2FE05301095D0AC86A","120111195406291327","巫世亭","1","01","汉族","",172,29-6月 -54,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120111","","","",""
"59D808E56B931F2FE05301095D0AC86A","130903194606148429","晋根锁","1","01","汉族","",174,14-6月 -46,"20","已婚","","","","不明","","无","","","41","中专毕业","",0,"130528","","","",""
"59D808E56B941F2FE05301095D0AC86A","120111195405221415","贡振泰","1","01","汉族","",175,22-5月 -54,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120111","","","",""
"59D808E56ACA1F2FE05301095D0AC86A","120224195008080451","恽月拓","1","01","汉族","",170,08-8月 -50,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56ACB1F2FE05301095D0AC86A","120224195101220455","龙永臣","1","01","汉族","",175,22-1月 -51,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56ACC1F2FE05301095D0AC86A","120224194706150459","仲端蒋","1","01","汉族","",170,15-6月 -47,"30","丧偶","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56ACD1F2FE05301095D0AC86A","120224195112190458","籍端粟","1","01","汉族","",172,19-12月-51,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56ACF1F2FE05301095D0AC86A","120224194710084136","来春管","1","01","汉族","",169,08-10月-47,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AD01F2FE05301095D0AC86A","120224194912210459","施自发","1","01","汉族","",175,21-12月-49,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AD21F2FE05301095D0AC86A","120224194712040459","嵇志拓","1","01","汉族","",172,04-12月-47,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56AD31F2FE05301095D0AC86A","12022419500302045X","晏路松","1","01","汉族","",170,02-3月 -50,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AD71F2FE05301095D0AC86A","120224194812188423","贡卜拓","1","01","汉族","",175,18-12月-48,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AD81F2FE05301095D0AC86A","120224194912013966","贡泽柯","1","01","汉族","",174,01-12月-49,"20","已婚","","","","不明","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56ADB1F2FE05301095D0AC86A","120224195001032734","况维顾","1","01","汉族","",170,03-1月 -50,"20","已婚","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56ADC1F2FE05301095D0AC86A","120224195002262734","贡同贤","1","01","汉族","",174,26-2月 -50,"30","丧偶","","","","不明","","无","","","81","小学毕业","",0,"120115","","","",""
"59D808E56EE91F2FE05301095D0AC86A","120222196706203575","逯恽孚","1","01","汉族","",172,20-6月 -67,"20","已婚","","","","不明","","无","","","70","初中","",0,"120114","","","",""
"59D808E56ADD1F2FE05301095D0AC86A","120225195105131411","逯段廷","1","01","汉族","",175,13-5月 -51,"20","已婚","","","3","Ｏ型","","无","","","71","初中毕业","",0,"120115","","","",""
"59D808E56AE01F2FE05301095D0AC86A","120224194912072732","恽端拓","1","01","汉族","",170,07-12月-49,"20","已婚","","","","不明","","无","","","80","小学","",0,"120115","","","",""
"59D808E56AE21F2FE05301095D0AC86A","120224194910162734","恽向解","1","01","汉族","",174,16-10月-49,"20","已婚","","","","不明","","无","","","70","初中","",0,"120115","","","",""
